"","temp","wd","ws","atmos_pres","dew_point","rh","ceil_hgt","visibility","aa1_1","aa1_2","aa1_3","aa1_4","year","month","day","timestamp"
"3707",13.9,280,3.1,1015.1,2.2,45.1,1524,16093,1,0,"9","5",2019,6,4,"10:00"
"3708",15,290,4.6,1015,2.2,42,1829,16093,1,0,"9","5",2019,6,4,"11:00"
"3709",16.7,270,5.7,1014.8,1.7,36.4,22000,16093,1,0,"9","5",2019,6,4,"12:00"
"3710",16.1,250,6.2,1014.6,1.7,37.8,2134,16093,1,0,"9","5",2019,6,4,"13:00"
"3711",16.1,270,5.1,1014.1,1.1,36.2,2286,16093,1,0,"9","5",2019,6,4,"14:00"
"3712",17.2,290,4.6,1013.5,1.1,33.8,2286,16093,1,0,"9","5",2019,6,4,"15:00"
"3713",18.3,270,4.6,1013.2,0.6,30.4,2286,16093,1,0,"9","5",2019,6,4,"16:00"
"3714",17.2,300,4.1,1013.2,0.6,32.6,2743,16093,1,0,"9","5",2019,6,4,"17:00"
"3715",17.2,310,4.1,1013,0.6,32.6,22000,16093,1,0,"9","5",2019,6,4,"18:00"
"3716",17.2,290,3.6,1013,0.6,32.6,22000,16093,1,0,"9","5",2019,6,4,"19:00"
"3717",16.1,220,1.5,1012.6,1.1,36.2,3048,16093,1,0,"9","5",2019,6,4,"20:00"
"3718",14.4,200,1.5,1012.5,2.8,45.6,2591,16093,1,0,"9","5",2019,6,4,"21:00"
"3719",13.9,190,2.1,1012.4,3.3,48.8,2286,16093,1,0,"9","5",2019,6,4,"22:00"
"3720",13.3,200,2.6,1012.2,4.4,54.8,2743,16093,1,0,"9","5",2019,6,4,"23:00"
"3721",13.3,230,3.6,1012.2,5,57.2,3048,16093,1,0,"9","5",2019,6,5,"00:00"
"3722",13.3,250,2.1,1012.1,5,57.2,3048,16093,1,0,"9","5",2019,6,5,"01:00"
"3723",12.2,210,2.1,1011.7,5,61.4,2743,16093,1,0,"9","5",2019,6,5,"02:00"
"3724",12.2,240,4.6,1011.6,5.6,64.1,2134,16093,1,0,"9","5",2019,6,5,"03:00"
"3725",10.6,230,2.1,1011.5,7.2,79.5,1981,8047,1,0.5,"9","5",2019,6,5,"04:00"
"3726",9.4,200,1.5,1011.1,8.9,96.7,1524,8047,1,1,"9","5",2019,6,5,"05:00"
"3727",9.4,999,0,1010.9,9.4,100,1158,14484,1,0,"2","1",2019,6,5,"06:00"
"3728",10,999,0,1010.8,9.4,96.1,122,16093,1,0,"2","5",2019,6,5,"07:00"
"3729",10,999,0,1011.1,10,100,152,16093,1,0,"9","5",2019,6,5,"08:00"
"3730",12.2,270,1.5,1011,10.6,86.5,213,16093,1,0,"9","5",2019,6,5,"09:00"
"3731",12.8,999,2.1,1010.8,10.6,86.5,1676,16093,1,0,"9","5",2019,6,5,"10:00"
"3732",13.9,290,3.1,1011,10.6,80.5,22000,16093,1,0,"9","5",2019,6,5,"11:00"
"3733",15.6,250,2.6,1010.6,10.6,72.1,22000,16093,1,0,"9","5",2019,6,5,"12:00"
"3734",18.3,999,1.5,1010.2,10.6,60.8,22000,16093,1,0,"9","5",2019,6,5,"13:00"
"3735",19.4,999,3.1,1009.7,10,54.5,22000,16093,1,0,"9","5",2019,6,5,"14:00"
"3736",19.4,999,2.1,1009.2,10,54.5,3048,16093,1,0,"9","5",2019,6,5,"15:00"
"3737",20,190,3.1,1009.2,11.7,58.8,22000,16093,1,0,"9","5",2019,6,5,"16:00"
"3738",21.1,210,3.6,1008.9,11.7,55,3353,16093,1,0,"9","5",2019,6,5,"17:00"
"3739",19.4,180,3.1,1009.2,12.8,65.6,22000,16093,1,0,"9","5",2019,6,5,"18:00"
"3740",18.9,170,3.1,1008.9,12.8,67.7,1829,16093,1,0,"9","5",2019,6,5,"19:00"
"3741",17.8,180,3.1,1009,12.8,72.5,2134,16093,1,0,"9","5",2019,6,5,"20:00"
"3742",16.1,160,4.1,1009.2,12.2,77.7,1524,16093,1,0,"9","5",2019,6,5,"21:00"
"3743",15,170,3.1,1009,11.1,77.5,1524,16093,1,0,"9","5",2019,6,5,"22:00"
"3744",13.3,160,2.6,1008.6,12.8,96.8,1981,12875,1,0.3,"9","5",2019,6,5,"23:00"
"3745",12.8,160,0,1008,12.8,100,2438,8047,1,1,"3","1",2019,6,6,"00:00"
"3746",12.8,10,0,1007.4,12.2,93.1,2896,6437,1,1,"3","1",2019,6,6,"01:00"
"3747",12.8,30,1.5,1006.1,12.8,100,122,6437,1,2.3,"9","5",2019,6,6,"02:00"
"3748",12.8,40,2.6,1005,12.8,100,61,4023,1,0.2,"3","1",2019,6,6,"03:00"
"3749",12.8,40,1.5,1004.6,12.8,100,91,4023,1,1,"3","1",2019,6,6,"04:00"
"3750",12.8,20,2.1,1004.3,12.8,96.8,61,4023,1,0.2,"3","1",2019,6,6,"05:00"
"3751",13.3,360,2.6,1004.7,13.3,100,91,4023,1,0.7,"3","1",2019,6,6,"06:00"
"3752",13.9,350,3.1,1004.7,13.9,100,122,8047,1,2,"9","5",2019,6,6,"07:00"
"3753",14.4,10,3.1,1005,13.9,96.8,152,8047,1,0.5,"3","1",2019,6,6,"08:00"
"3754",13.9,10,5.1,1005.5,13.9,100,152,16093,1,0.3,"9","5",2019,6,6,"09:00"
"3755",14.4,360,5.7,1006.1,13.9,96.8,152,16093,1,0,"9","5",2019,6,6,"10:00"
"3756",16.1,20,3.1,1006.4,13.9,80.5,335,16093,1,0,"9","5",2019,6,6,"11:00"
"3757",18.3,350,3.1,1006.6,14.4,78,610,16093,1,0,"9","5",2019,6,6,"12:00"
"3758",20.6,340,3.6,1006.7,13.3,61.1,792,16093,1,0,"9","5",2019,6,6,"13:00"
"3759",21.7,20,3.6,1006.8,12.8,57,22000,16093,1,0,"9","5",2019,6,6,"14:00"
"3760",22.8,999,999,1006.7,11.7,49.6,22000,16093,1,0,"9","5",2019,6,6,"15:00"
"3761",23.9,999,3.1,1006.7,10.6,43.1,22000,16093,1,0,"9","5",2019,6,6,"16:00"
"3762",23.9,999,0,1006.7,10,41.4,22000,16093,1,0,"9","5",2019,6,6,"17:00"
"3763",24.4,280,2.1,1007,10.6,41.8,22000,16093,1,0,"9","5",2019,6,6,"18:00"
"3764",23.3,999,0,1007.3,10.6,44.7,22000,16093,1,0,"9","5",2019,6,6,"19:00"
"3765",21.7,210,1.5,1008,12.8,57,22000,16093,1,0,"9","5",2019,6,6,"20:00"
"3766",18.3,999,2.6,1009.1,14.4,78,2438,16093,1,0,"9","5",2019,6,6,"21:00"
"3767",16.7,999,0,1009.8,13.9,83.6,22000,16093,1,0,"9","5",2019,6,6,"22:00"
"3768",15,210,1.5,1010.5,13.3,89.6,22000,16093,1,0,"9","5",2019,6,6,"23:00"
"3769",13.9,999,0,1011.3,12.8,93.1,22000,16093,1,0,"9","5",2019,6,7,"00:00"
"3770",12.2,999,0,1011.7,12.2,100,22000,16093,1,0,"9","5",2019,6,7,"01:00"
"3771",11.7,320,2.6,1011.8,11.7,100,22000,16093,1,0,"9","5",2019,6,7,"02:00"
"3772",10.6,340,2.6,1012.1,8.9,89.2,22000,16093,1,0,"9","5",2019,6,7,"03:00"
"3773",11.1,330,2.1,1012.3,7.8,80.1,22000,16093,1,0,"9","5",2019,6,7,"04:00"
"3774",10.6,330,2.1,1012.4,6.1,73.7,22000,16093,1,0,"9","5",2019,6,7,"05:00"
"3775",10.6,340,2.6,1013,7.8,82.8,22000,16093,1,0,"9","5",2019,6,7,"06:00"
"3776",12.2,330,3.6,1013.6,7.2,71.5,22000,16093,1,0,"9","5",2019,6,7,"07:00"
"3777",14.4,330,2.6,1013.8,8.3,66.8,22000,16093,1,0,"9","5",2019,6,7,"08:00"
"3778",17.2,40,2.1,1014.4,3.9,41.2,22000,16093,1,0,"9","5",2019,6,7,"09:00"
"3779",18.9,999,0,1014.1,4.4,38.4,22000,16093,1,0,"9","5",2019,6,7,"10:00"
"3780",20.6,999,1.5,1013.7,5.6,37.5,22000,16093,1,0,"9","5",2019,6,7,"11:00"
"3781",21.7,290,3.1,1013.3,3.3,29.9,22000,16093,1,0,"9","5",2019,6,7,"12:00"
"3782",22.8,280,2.6,1013.1,5,31.5,22000,16093,1,0,"9","5",2019,6,7,"13:00"
"3783",23.3,999,1.5,1012.5,5.6,31.8,22000,16093,1,0,"9","5",2019,6,7,"14:00"
"3784",23.9,190,3.1,1011.7,5.6,30.7,22000,16093,1,0,"9","5",2019,6,7,"15:00"
"3785",25,200,3.6,1011.3,5.6,28.7,22000,16093,1,0,"9","5",2019,6,7,"16:00"
"3786",23.3,999,3.1,1011.2,8.3,38.3,3353,16093,1,0,"9","5",2019,6,7,"17:00"
"3787",22.8,190,4.1,1011.3,7.2,36.6,22000,16093,1,0,"9","5",2019,6,7,"18:00"
"3788",21.7,999,0,1011.9,7.8,40.8,3048,16093,1,0,"9","5",2019,6,7,"19:00"
"3789",18.9,200,3.1,1012.3,6.1,43.2,22000,16093,1,0,"9","5",2019,6,7,"20:00"
"3790",16.7,999,1.5,1013.2,5.6,47.9,22000,16093,1,0,"9","5",2019,6,7,"21:00"
"3791",15,999,0,1014.4,6.1,55.3,3048,16093,1,0,"9","5",2019,6,7,"22:00"
"3792",15.6,250,1.5,1015.1,6.7,55.4,22000,16093,1,0,"9","5",2019,6,7,"23:00"
"3793",15.6,10,4.1,1016,8.3,61.8,22000,16093,1,0,"9","5",2019,6,8,"00:00"
"3794",14.4,350,3.1,1016.4,9.4,71.9,22000,16093,1,0,"9","5",2019,6,8,"01:00"
"3795",13.3,350,2.6,1016.7,9.4,77.2,22000,16093,1,0,"9","5",2019,6,8,"02:00"
"3796",12.8,320,3.1,1017.2,9.4,79.8,22000,16093,1,0,"9","5",2019,6,8,"03:00"
"3797",11.7,310,1.5,1017.8,9.4,85.8,22000,16093,1,0,"9","5",2019,6,8,"04:00"
"3798",11.7,320,3.1,1019.2,8.9,83,22000,16093,1,0,"9","5",2019,6,8,"05:00"
"3799",11.7,330,3.1,1019.7,8.3,79.7,22000,16093,1,0,"9","5",2019,6,8,"06:00"
"3800",13.9,330,3.1,1020.6,8.9,71.8,22000,16093,1,0,"9","5",2019,6,8,"07:00"
"3801",15.6,360,5.1,1021.3,5.6,51.4,22000,16093,1,0,"9","5",2019,6,8,"08:00"
"3802",16.7,350,3.6,1021.8,4.4,44.1,22000,16093,1,0,"9","5",2019,6,8,"09:00"
"3803",17.8,20,5.1,1021.8,3.9,39.7,22000,16093,1,0,"9","5",2019,6,8,"10:00"
"3804",19.4,350,4.1,1021.8,5,38.8,22000,16093,1,0,"9","5",2019,6,8,"11:00"
"3805",20.6,10,5.1,1021.2,5.6,37.5,22000,16093,1,0,"9","5",2019,6,8,"12:00"
"3806",22.2,350,5.7,1021.2,4.4,31.3,22000,16093,1,0,"9","5",2019,6,8,"13:00"
"3807",22.8,360,7.2,1021.1,3.3,27.9,22000,16093,1,0,"9","5",2019,6,8,"14:00"
"3808",23.3,290,4.1,1020.8,3.3,27.1,22000,16093,1,0,"9","5",2019,6,8,"15:00"
"3809",23.3,20,3.1,1021,3.3,27.1,22000,16093,1,0,"9","5",2019,6,8,"16:00"
"3810",22.8,40,4.1,1021,3.3,27.9,22000,16093,1,0,"9","5",2019,6,8,"17:00"
"3811",22.8,30,4.1,1021.7,3.3,27.9,22000,16093,1,0,"9","5",2019,6,8,"18:00"
"3812",22.2,30,3.1,1022.4,4.4,31.3,22000,16093,1,0,"9","5",2019,6,8,"19:00"
"3813",20,30,1.5,1023.1,3.9,34.6,22000,16093,1,0,"9","5",2019,6,8,"20:00"
"3814",18.9,999,0,1024,6.1,43.2,22000,16093,1,0,"9","5",2019,6,8,"21:00"
"3815",15.6,999,0,1025,6.7,55.4,22000,16093,1,0,"9","5",2019,6,8,"22:00"
"3816",16.1,360,1.5,1024.8,4.4,45.8,22000,16093,1,0,"9","5",2019,6,8,"23:00"
"3817",13.3,20,1.5,1025.3,6.7,64.3,22000,16093,1,0,"9","5",2019,6,9,"00:00"
"3818",12.2,310,2.6,1025.9,5,61.4,22000,16093,1,0,"9","5",2019,6,9,"01:00"
"3819",11.7,310,2.1,1026.3,5.6,66.2,22000,16093,1,0,"9","5",2019,6,9,"02:00"
"3820",10.6,350,2.6,1025.8,6.1,73.7,22000,16093,1,0,"9","5",2019,6,9,"03:00"
"3821",10,340,3.1,1026.3,6.1,76.7,22000,16093,1,0,"9","5",2019,6,9,"04:00"
"3822",10,10,1.5,1026.7,6.1,76.7,22000,16093,1,0,"9","5",2019,6,9,"05:00"
"3823",10.6,330,1.5,1027.6,7.2,79.5,22000,16093,1,0,"9","5",2019,6,9,"06:00"
"3824",12.8,330,2.6,1027.7,7.8,71.6,22000,16093,1,0,"9","5",2019,6,9,"07:00"
"3825",15.6,330,1.5,1027.8,7.2,57.4,22000,16093,1,0,"9","5",2019,6,9,"08:00"
"3826",18.3,999,0,1027.7,5,41.5,22000,16093,1,0,"9","5",2019,6,9,"09:00"
"3827",20,170,2.1,1027.7,6.1,40.3,22000,16093,1,0,"9","5",2019,6,9,"10:00"
"3828",21.7,999,2.6,1027.5,5.6,35.1,22000,16093,1,0,"9","5",2019,6,9,"11:00"
"3829",22.8,999,2.1,1027.3,5.6,32.8,22000,16093,1,0,"9","5",2019,6,9,"12:00"
"3830",23.3,999,0,1026.6,5.6,31.8,22000,16093,1,0,"9","5",2019,6,9,"13:00"
"3831",25,270,5.1,1025.9,5,27.6,22000,16093,1,0,"9","5",2019,6,9,"14:00"
"3832",25,170,4.1,1025.1,5.6,28.7,22000,16093,1,0,"9","5",2019,6,9,"15:00"
"3833",26.1,999,2.1,1024.6,6.7,29,22000,16093,1,0,"9","5",2019,6,9,"16:00"
"3834",25,180,3.6,1024.2,8.9,36,22000,16093,1,0,"9","5",2019,6,9,"17:00"
"3835",23.9,190,3.6,1024,8.3,36.9,22000,16093,1,0,"9","5",2019,6,9,"18:00"
"3836",21.7,180,4.1,1024,9.4,45.5,22000,16093,1,0,"9","5",2019,6,9,"19:00"
"3837",18.9,200,3.6,1024,7.8,48.5,22000,16093,1,0,"9","5",2019,6,9,"20:00"
"3838",17.2,190,2.6,1024,7.8,54,22000,16093,1,0,"9","5",2019,6,9,"21:00"
"3839",15.6,999,2.6,1024,8.3,61.8,22000,16093,1,0,"9","5",2019,6,9,"22:00"
"3840",14.4,190,2.1,1023.7,8.9,69.5,22000,16093,1,0,"9","5",2019,6,9,"23:00"
"3841",13.9,180,2.6,1023.3,8.9,71.8,22000,16093,1,0,"9","5",2019,6,10,"00:00"
"3842",13.3,200,2.1,1022.9,9.4,77.2,22000,16093,1,0,"9","5",2019,6,10,"01:00"
"3843",13.3,190,2.1,1022.7,9.4,77.2,22000,16093,1,0,"9","5",2019,6,10,"02:00"
"3844",12.8,170,1.5,1022.4,10,83.1,22000,16093,1,0,"9","5",2019,6,10,"03:00"
"3845",11.7,999,0,1022.1,10,89.3,22000,16093,1,0,"9","5",2019,6,10,"04:00"
"3846",11.7,150,2.1,1022.3,10.6,93,22000,16093,1,0,"9","5",2019,6,10,"05:00"
"3847",11.7,999,999,1022.3,11.1,96.1,22000,16093,1,0,"9","5",2019,6,10,"06:00"
"3848",13.9,200,2.6,1022.3,11.1,83.2,22000,16093,1,0,"9","5",2019,6,10,"07:00"
"3849",17.2,999,0,1022.4,12.2,72.4,22000,16093,1,0,"9","5",2019,6,10,"08:00"
"3850",20,999,0,1022.3,12.8,63.2,22000,16093,1,0,"9","5",2019,6,10,"09:00"
"3851",22.8,999,0,1022.1,13.3,55,22000,16093,1,0,"9","5",2019,6,10,"10:00"
"3852",25,160,2.6,1021.6,13.3,48.2,22000,16093,1,0,"9","5",2019,6,10,"11:00"
"3853",26.7,999,999,1021,12.2,40.6,22000,16093,1,0,"9","5",2019,6,10,"12:00"
"3854",27.8,150,3.1,1020.6,11.7,36.8,22000,16093,1,0,"9","5",2019,6,10,"13:00"
"3855",28.3,160,4.1,1020.1,11.1,34.4,22000,16093,1,0,"9","5",2019,6,10,"14:00"
"3856",27.2,150,5.1,1019.8,10,34,22000,16093,1,0,"9","5",2019,6,10,"15:00"
"3857",26.7,180,3.6,1019.4,10.6,36.5,22000,16093,1,0,"9","5",2019,6,10,"16:00"
"3858",25.6,160,4.6,1019,8.9,34.8,22000,16093,1,0,"9","5",2019,6,10,"17:00"
"3859",23.9,170,4.1,1018.6,6.7,33.1,22000,16093,1,0,"9","5",2019,6,10,"18:00"
"3860",22.8,160,5.7,1018.4,7.8,38.2,22000,16093,1,0,"9","5",2019,6,10,"19:00"
"3861",19.4,170,3.6,1018.6,4.4,37.2,22000,16093,1,0,"9","5",2019,6,10,"20:00"
"3862",17.2,160,4.6,1018.6,8.9,58.1,22000,16093,1,0,"9","5",2019,6,10,"21:00"
"3863",16.1,170,2.6,1018.6,13.3,83.5,22000,16093,1,0,"9","5",2019,6,10,"22:00"
"3864",15,160,4.6,1018.2,13,87.8,488,16093,1,0,"9","5",2019,6,10,"23:00"
"3865",14.4,170,2.6,1017.5,12.8,90.1,488,16093,1,0,"9","5",2019,6,11,"00:00"
"3866",15,150,3.1,1016.6,12.8,86.7,427,16093,1,0,"9","5",2019,6,11,"01:00"
"3867",15,160,3.1,1015.6,13.3,89.6,335,16093,1,0,"9","5",2019,6,11,"02:00"
"3868",15,130,3.6,1014.3,13.9,89.6,274,14484,1,0,"2","1",2019,6,11,"03:00"
"3869",15,140,3.6,1013.5,14.4,96.2,213,6437,1,0.3,"9","5",2019,6,11,"04:00"
"3870",15,150,3.1,1012.9,15,100,61,2816,1,0,"2","1",2019,6,11,"05:00"
"3871",15.6,150,4.6,1012,15.6,100,61,4023,1,0.2,"3","1",2019,6,11,"06:00"
"3872",16.1,140,4.6,1011.4,16.1,96.3,91,2816,1,0.2,"3","1",2019,6,11,"07:00"
"3873",16.1,140,3.1,1010.5,16.1,96.3,91,2414,1,1,"3","1",2019,6,11,"08:00"
"3874",16.7,150,5.1,1010.1,16.1,96.3,122,2012,1,1.7,"3","1",2019,6,11,"09:00"
"3875",16.1,140,4.1,1009.5,15.6,96.9,122,2816,1,0,"2","1",2019,6,11,"10:00"
"3876",16,160,2.6,1008.9,15.6,96.9,122,2012,1,1,"3","1",2019,6,11,"11:00"
"3877",16,160,3.1,1008.3,15.6,96.9,366,2414,1,1.5,"3","1",2019,6,11,"12:00"
"3878",16.1,140,1.5,1008,15.6,96.9,244,8047,1,1.7,"3","1",2019,6,11,"13:00"
"3879",16.7,110,0,1008.1,16.1,96.3,122,16093,1,1.3,"3","1",2019,6,11,"14:00"
"3880",17.8,280,2.1,1008.1,16.7,89.9,244,16093,1,0,"9","5",2019,6,11,"15:00"
"3881",18.9,310,5.7,1008.5,15.6,81.2,1097,16093,1,0,"9","5",2019,6,11,"16:00"
"3882",19.4,320,6.2,1009.4,13.3,67.8,22000,16093,1,0,"9","5",2019,6,11,"17:00"
"3883",18.9,320,8.2,1010.9,11.1,60.5,22000,16093,1,0,"9","5",2019,6,11,"18:00"
"3884",17.2,310,6.2,1012.1,9.4,60.1,1372,16093,1,0,"9","5",2019,6,11,"19:00"
"3885",16.1,330,4.1,1012.5,10,67.1,22000,16093,1,0,"9","5",2019,6,11,"20:00"
"3886",14.4,320,4.1,1013.2,9.4,71.9,22000,16093,1,0,"9","5",2019,6,11,"21:00"
"3887",15.6,310,6.7,1014.1,8.3,61.8,1524,16093,1,0,"9","5",2019,6,11,"22:00"
"3888",14.4,330,5.7,1014.4,6.7,59.9,22000,16093,1,0,"9","5",2019,6,11,"23:00"
"3889",13.3,320,4.1,1014.6,6.1,61.7,22000,16093,1,0,"9","5",2019,6,12,"00:00"
"3890",12.2,340,2.6,1015,6.1,66.3,22000,16093,1,0,"9","5",2019,6,12,"01:00"
"3891",11.7,320,3.1,1015.3,6.1,68.5,22000,16093,1,0,"9","5",2019,6,12,"02:00"
"3892",11.1,300,2.1,1015.8,6.1,71.3,22000,16093,1,0,"9","5",2019,6,12,"03:00"
"3893",11.7,270,2.6,1016.2,6.7,71.4,22000,16093,1,0,"9","5",2019,6,12,"04:00"
"3894",10.6,280,3.1,1017.1,7.2,79.5,22000,16093,1,0,"9","5",2019,6,12,"05:00"
"3895",11.7,290,3.1,1018.5,7.2,73.9,22000,16093,1,0,"9","5",2019,6,12,"06:00"
"3896",13.9,310,3.1,1019.4,7.2,64,22000,16093,1,0,"9","5",2019,6,12,"07:00"
"3897",15.6,300,3.6,1019.8,7.8,59.7,22000,16093,1,0,"9","5",2019,6,12,"08:00"
"3898",17.2,330,5.1,1020.1,7.2,51.8,22000,16093,1,0,"9","5",2019,6,12,"09:00"
"3899",18.3,310,3.6,1020,6.1,44.8,22000,16093,1,0,"9","5",2019,6,12,"10:00"
"3900",20.6,330,4.6,1020.2,5.6,37.5,22000,16093,1,0,"9","5",2019,6,12,"11:00"
"3901",21.1,330,4.1,1020.1,6.1,37.7,22000,16093,1,0,"9","5",2019,6,12,"12:00"
"3902",21.1,999,2.1,1020,4.4,33.5,22000,16093,1,0,"9","5",2019,6,12,"13:00"
"3903",22.2,260,4.1,1019.7,5.6,34,22000,16093,1,0,"9","5",2019,6,12,"14:00"
"3904",22.8,999,2.1,1019.2,5.6,32.8,22000,16093,1,0,"9","5",2019,6,12,"15:00"
"3905",23.9,999,2.6,1019.1,6.7,33.1,22000,16093,1,0,"9","5",2019,6,12,"16:00"
"3906",23.9,240,4.6,1018.7,6.1,31.8,22000,16093,1,0,"9","5",2019,6,12,"17:00"
"3907",22.2,200,4.1,1018.5,8.3,40.9,22000,16093,1,0,"9","5",2019,6,12,"18:00"
"3908",20,180,4.6,1018.9,7.2,43.5,22000,16093,1,0,"9","5",2019,6,12,"19:00"
"3909",17.8,190,3.6,1019.6,5,42.9,22000,16093,1,0,"9","5",2019,6,12,"20:00"
"3910",16.1,190,3.1,1020.2,5.6,49.8,22000,16093,1,0,"9","5",2019,6,12,"21:00"
"3911",14.4,200,3.6,1020.4,5,53.2,22000,16093,1,0,"9","5",2019,6,12,"22:00"
"3912",13.3,190,2.1,1020.6,5.6,59.6,22000,16093,1,0,"9","5",2019,6,12,"23:00"
"3913",12.2,200,2.6,1020.7,6.1,66.3,22000,16093,1,0,"9","5",2019,6,13,"00:00"
"3914",12.8,180,2.1,1020.4,7.8,71.6,22000,16093,1,0,"9","5",2019,6,13,"01:00"
"3915",11.7,170,2.1,1019.9,8.3,79.7,22000,16093,1,0,"9","5",2019,6,13,"02:00"
"3916",11.1,140,2.1,1019.8,8.9,86.3,22000,16093,1,0,"9","5",2019,6,13,"03:00"
"3917",10.6,150,2.1,1019.6,9.4,92.3,22000,16093,1,0,"9","5",2019,6,13,"04:00"
"3918",11.1,150,2.6,1019.4,9.4,89.3,22000,16093,1,0,"9","5",2019,6,13,"05:00"
"3919",11.1,150,2.1,1019.9,10,92.9,22000,16093,1,0,"9","5",2019,6,13,"06:00"
"3920",11.7,150,2.6,1019.7,10,89.3,22000,16093,1,0,"9","5",2019,6,13,"07:00"
"3921",14.4,999,3.1,1019.6,10.6,77.9,22000,16093,1,0,"9","5",2019,6,13,"08:00"
"3922",15,150,3.6,1019.6,10.6,75,22000,16093,1,0,"9","5",2019,6,13,"09:00"
"3923",15,180,3.6,1019.7,10.6,75,22000,16093,1,0,"9","5",2019,6,13,"10:00"
"3924",15,150,3.6,1019.3,10,72,22000,16093,1,0,"9","5",2019,6,13,"11:00"
"3925",15.6,999,2.6,1018.9,8.9,64.4,3658,16093,1,0,"9","5",2019,6,13,"12:00"
"3926",15.6,150,5.7,1018.5,6.7,55.4,3048,16093,1,0,"9","5",2019,6,13,"13:00"
"3927",14.4,160,4.1,1017.5,5,53.2,2743,16093,1,0,"2","5",2019,6,13,"14:00"
"3928",11.7,160,3.1,1016.9,7.8,77,1981,9656,1,0.5,"9","5",2019,6,13,"15:00"
"3929",10,50,4.1,1014.6,8.9,92.9,579,4828,1,1.2,"3","1",2019,6,13,"16:00"
"3930",10,20,4.1,1012.3,9.4,96.1,213,3219,1,0.2,"3","1",2019,6,13,"17:00"
"3931",10.6,30,3.6,1010.3,10,96.1,122,1609,1,1,"3","1",2019,6,13,"18:00"
"3932",10.6,40,3.6,1008.7,10.6,100,122,2012,1,0.2,"3","1",2019,6,13,"19:00"
"3933",11.7,60,3.6,1007.1,11.7,100,122,2816,1,1.5,"3","1",2019,6,13,"20:00"
"3934",11.7,10,2.6,1006.2,11.7,100,122,4023,1,0,"2","1",2019,6,13,"21:00"
"3935",11.7,320,2.1,1006,11.7,100,91,4023,1,0,"2","1",2019,6,13,"22:00"
"3936",11.7,320,2.6,1005.9,11.7,100,91,4828,1,0.3,"9","5",2019,6,13,"23:00"
"3937",11.7,310,3.1,1005.9,11.7,100,91,3219,1,0,"9","5",2019,6,14,"00:00"
"3938",11.7,310,2.1,1005.2,11.7,100,91,4023,1,0,"9","5",2019,6,14,"01:00"
"3939",11.7,290,2.1,1005.6,11.1,96.1,91,16093,1,0,"9","5",2019,6,14,"02:00"
"3940",11.1,250,2.6,1006.7,11.1,100,91,16093,1,0,"9","5",2019,6,14,"03:00"
"3941",11,250,0,1006.7,11,100,152,16093,1,0,"9","5",2019,6,14,"04:00"
"3942",11.1,210,1.5,1007,10.6,96.7,183,16093,1,0,"9","5",2019,6,14,"05:00"
"3943",10.6,999,1.5,1007.9,10.6,100,91,6437,1,0,"9","5",2019,6,14,"06:00"
"3944",11.1,999,1.5,1007.9,10.6,96.7,22000,16093,1,0,"9","5",2019,6,14,"07:00"
"3945",12.8,170,3.1,1007.8,11,87.7,274,16093,1,0,"9","5",2019,6,14,"08:00"
"3946",13.3,999,1.5,1007.9,11.7,90,274,16093,1,0,"9","5",2019,6,14,"09:00"
"3947",13.9,170,3.1,1008,12.2,89.5,274,16093,1,0,"9","5",2019,6,14,"10:00"
"3948",14.4,180,2.6,1007.8,12.8,90.1,305,16093,1,0,"9","5",2019,6,14,"11:00"
"3949",15.6,160,4.6,1007.4,12.8,83.4,366,16093,1,0,"9","5",2019,6,14,"12:00"
"3950",15,190,2.1,1007.7,12.2,83.4,366,16093,1,0,"9","5",2019,6,14,"13:00"
"3951",16.7,160,3.1,1007.3,12.8,70.3,640,16093,1,0,"9","5",2019,6,14,"14:00"
"3952",20,999,2.6,1006.7,12.8,63.2,22000,16093,1,0,"9","5",2019,6,14,"15:00"
"3953",18.9,170,5.1,1006.6,13.3,70,1189,16093,1,0,"9","5",2019,6,14,"16:00"
"3954",20,160,4.6,1006.7,13.3,65.3,22000,16093,1,0,"9","5",2019,6,14,"17:00"
"3955",18.9,999,2.1,1006.8,12.2,65.1,22000,16093,1,0,"9","5",2019,6,14,"18:00"
"3956",16.1,180,1.5,1007.8,15,93.2,2438,14484,1,0.8,"9","5",2019,6,14,"19:00"
"3957",15.6,210,1.5,1008.5,15,96.2,22000,16093,1,0,"2","5",2019,6,14,"20:00"
"3958",15.6,260,1.5,1009.1,13.9,89.6,2743,16093,1,0,"9","5",2019,6,14,"21:00"
"3959",14.4,270,2.1,1010.3,12.2,86.6,1829,16093,1,0,"9","5",2019,6,14,"22:00"
"3960",15,290,2.6,1010.7,11.7,80.7,3048,16093,1,0,"9","5",2019,6,14,"23:00"
"3961",14.4,280,1.5,1011.5,11.7,83.8,22000,16093,1,0,"9","5",2019,6,15,"00:00"
"3962",12.8,999,0,1011.4,11.7,93,2591,16093,1,0,"9","5",2019,6,15,"01:00"
"3963",13.9,280,2.6,1012.2,10.6,80.5,22000,16093,1,0,"9","5",2019,6,15,"02:00"
"3964",13.9,250,3.1,1012.8,10.6,80.5,22000,16093,1,0,"9","5",2019,6,15,"03:00"
"3965",13.3,250,2.6,1013.7,10.6,83.7,22000,16093,1,0,"9","5",2019,6,15,"04:00"
